track_name,artist_name,total_streams,daily_streams
Intentions,Justin Bieber,1230121445.0,387085.0
Paris,The Chainsmokers,1229929957.0,302646.0
We Are Young,fun.,1229513924.0,514979.0
Dangerous Woman,Ariana Grande,1228904497.0,718193.0
Last Resort,Papa Roach,1228055859.0,579511.0
Wild Thoughts,DJ Khaled,1227963817.0,331190.0
Space Song,Beach House,1227078473.0,884038.0
All The Small Things,blink-182,1226904470.0,730778.0
This Love,Maroon 5,1226853149.0,863933.0
China,Anuel AA,1226525316.0,271912.0
I'm Still Standing,Elton John,1225970149.0,849091.0
You Give Love A Bad Name,Bon Jovi,1220854958.0,677595.0
Brown Eyed Girl,Van Morrison,1219680095.0,685219.0
Starving,Hailee Steinfeld,1215851829.0,172342.0
Te Boté,Nio Garcia,1213268151.0,225690.0
Stand By Me,Ben E. King,1211241771.0,724318.0
Drag Me Down,One Direction,1210176304.0,472456.0
Boy With Luv (Feat. Halsey),BTS,1210153385.0,262151.0
If the World Was Ending,JP Saxe,1209944503.0,432693.0
Flashing Lights,Kanye West,1209544983.0,935901.0
The Chain,Fleetwood Mac,1208848063.0,625571.0
MIDDLE OF THE NIGHT,Elley Duhé,1208693689.0,677525.0
Stan,Eminem,1207584420.0,620227.0
How You Remind Me,Nickelback,1207472414.0,1049415.0
No Scrubs,TLC,1207354948.0,882214.0
La Curiosidad,Jay Wheeler,1206689844.0,671454.0
Moscow Mule,Bad Bunny,1205641999.0,540389.0
Bruises,Lewis Capaldi,1205525120.0,474164.0
Panda,Desiigner,1205411545.0,178952.0
All I Want,Kodaline,1203398797.0,421108.0
Here With Me,d4vd,1202918065.0,1151292.0
we fell in love in october,girl in red,1202031766.0,1315623.0
Paranoid,Black Sabbath,1200730401.0,731650.0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1194853943.0,548101.0
Fast Car,Jonas Blue,1194505684.0,361112.0
What You Know Bout Love,Pop Smoke,1194354148.0,424853.0
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,1194231938.0,374517.0
If I Ain't Got You,Alicia Keys,1192871720.0,719855.0
Unwritten,Natasha Bedingfield,1192153817.0,1281986.0
FourFiveSeconds,Rihanna,1191831016.0,375666.0
Just Dance,Lady Gaga,1190019668.0,800705.0
favorite crime,Olivia Rodrigo,1189723564.0,880939.0
Ms. Jackson,Outkast,1187557043.0,733576.0
Calma,Pedro Capó,1187556303.0,202842.0
Smack That,Akon,1187235800.0,1095831.0
Stuck with U,Ariana Grande,1187074205.0,509181.0
Bank Account,21 Savage,1185293118.0,221569.0
Make You Feel My Love,Adele,1183546217.0,530634.0
Basket Case,Green Day,1183046634.0,686252.0
Sorry Not Sorry,Demi Lovato,1182833135.0,186636.0
Wannabe,Spice Girls,1181508477.0,576760.0
vampire,Olivia Rodrigo,1179076404.0,1090917.0
White Iverson,Post Malone,1179074606.0,294950.0
Sucker for Pain,Lil Wayne,1176346306.0,267043.0
Don't You Worry Child,Swedish House Mafia,1175705239.0,562056.0
Midnight City,M83,1175248114.0,615146.0
It's You,Ali Gatie,1173333918.0,319080.0
I WANNA BE YOUR SLAVE,Måneskin,1173055728.0,821077.0
Desesperados,Rauw Alejandro,1172809471.0,782740.0
S&M,Rihanna,1172166992.0,813164.0
All Star,Smash Mouth,1171710357.0,453263.0
Lost,Frank Ocean,1171441305.0,717232.0
Crazy,Gnarls Barkley,1170744202.0,478917.0
abcdefu,GAYLE,1169984301.0,259435.0
Firework,Katy Perry,1169780433.0,619059.0
These Days,Rudimental,1169754702.0,259062.0
Feels,Calvin Harris,1167522229.0,248160.0
Yes Indeed,Lil Baby,1167390604.0,330610.0
La Bebe,Yng Lvcas,1166773519.0,524307.0
Should I Stay or Should I Go,The Clash,1164315092.0,746694.0
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,1161760749.0,422670.0
Firestone,Kygo,1161709299.0,284338.0
Are You With Me,Lost Frequencies,1161156794.0,715510.0
TQG,KAROL G,1161106061.0,730273.0
Nonstop,Drake,1159970509.0,287081.0
Breaking Me,Topic,1159545256.0,221670.0
Get You,Daniel Caesar,1158513285.0,1155495.0
Low,Flo Rida,1158444599.0,852406.0
Streets,Doja Cat,1158420473.0,830502.0
For The Night,Pop Smoke,1157759542.0,288136.0
Back To Black,Amy Winehouse,1157534622.0,1025291.0
idontwannabeyouanymore,Billie Eilish,1156116482.0,524763.0
Dynamite,Taio Cruz,1153875599.0,571831.0
Wait a Minute!,WILLOW,1153869226.0,456127.0
un x100to,Grupo Frontera,1152786043.0,939428.0
Electric Love,BØRNS,1152499274.0,411212.0
SNAP,Rosa Linn,1152261943.0,561619.0
Paradise City,Guns N' Roses,1149909123.0,470785.0
Careless Whisper,George Michael,1149878993.0,741465.0
Swalla,Jason Derulo,1148950570.0,305325.0
Sparks,Coldplay,1148909796.0,1186723.0
Savage Love (Laxed,Jawsh 685,1146542558.0,171762.0
Prayer in C,Lilly Wood and The Prick,1146092434.0,782803.0
Feel So Close,Calvin Harris,1143318522.0,835421.0
Hey There Delilah,Plain White T's,1143139426.0,418670.0
End of Beginning,Djo,1142806454.0,2240000.0
Bitter Sweet Symphony,The Verve,1142442536.0,587600.0
Es un Secreto,Plan B,1140935472.0,1052671.0
Until I Found You,Stephen Sanchez,1140324228.0,838113.0
Like I'm Gonna Lose You,Meghan Trainor,1136747231.0,577153.0
Snow (Hey Oh),Red Hot Chili Peppers,1134804266.0,553524.0
Where Are Ü Now,Jack Ü,1134166706.0,206416.0
Mirrors,Justin Timberlake,1132277721.0,525945.0
Thinkin Bout You,Frank Ocean,1132055502.0,1167616.0
You Make My Dreams (Come True),Daryl Hall & John Oates,1129554565.0,592109.0
Bad Liar,Imagine Dragons,1128956554.0,504855.0
20 Min,Lil Uzi Vert,1128304321.0,1013281.0
Dior,Pop Smoke,1128153088.0,407324.0
Big Poppa,The Notorious B.I.G.,1128077890.0,667071.0
Infinity,Jaymes Young,1127183357.0,372139.0
Without You,Avicii,1126382678.0,311014.0
Empire State Of Mind,JAY-Z,1126085238.0,706684.0
Rap God,Eminem,1123824834.0,480512.0
My House,Flo Rida,1122845468.0,452660.0
With Or Without You,U2,1121522405.0,528182.0
Let Me Go,Hailee Steinfeld,1120921733.0,164568.0
Dog Days Are Over,Florence + The Machine,1120627771.0,718030.0
R U Mine?,Arctic Monkeys,1118781715.0,542524.0
Reminder,The Weeknd,1118383328.0,695163.0
Little Talks,Of Monsters and Men,1116983731.0,395408.0
ZEZE,Kodak Black,1115847218.0,273423.0
Adventure of a Lifetime,Coldplay,1115509441.0,487982.0
Send My Love (To Your New Lover),Adele,1115117891.0,314728.0
July,Noah Cyrus,1114196119.0,771650.0
Marry You,Bruno Mars,1113803929.0,846372.0
I Was Never There,The Weeknd,1112976566.0,746534.0
DESPECHÁ,ROSALÍA,1112817474.0,573442.0
Slide,Calvin Harris,1111880084.0,254313.0
Latch,Disclosure,1111702104.0,690073.0
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1110829477.0,1413967.0
Human,Rag'n'Bone Man,1110559672.0,668581.0
Lovers Rock,TV Girl,1109847242.0,1469036.0
The Reason,Hoobastank,1109610261.0,749867.0
Middle,DJ Snake,1109145874.0,275468.0
THATS WHAT I WANT,Lil Nas X,1108056845.0,242155.0
Treasure,Bruno Mars,1106565787.0,661754.0
God is a woman,Ariana Grande,1104930414.0,301476.0
Stayin' Alive,Bee Gees,1104843282.0,552910.0
Last Night,Morgan Wallen,1104616961.0,920126.0
Softcore,The Neighbourhood,1104032362.0,1222568.0
Shut up My Moms Calling,Hotel Ugly,1103839272.0,1756541.0
Murder on My Mind,YNW Melly,1103814699.0,317107.0
The Monster,Eminem,1103250323.0,537821.0
Rain On Me,Lady Gaga,1102505809.0,263702.0
Back To You,Selena Gomez,1101494194.0,264944.0
Mo Bamba,Sheck Wes,1101390825.0,299972.0
Something in the Orange,Zach Bryan,1101295629.0,1261361.0
You Are The Reason,Calum Scott,1101160259.0,373956.0
"10,000 Hours",Dan + Shay,1100929878.0,249802.0
Don't Stop The Music,Rihanna,1100831527.0,736782.0
Too Sweet,Hozier,1100290124.0,2458365.0
Say Something,A Great Big World,1099688416.0,249192.0
QLONA,KAROL G,1097033317.0,1118828.0
I Was Made For Lovin' You,KISS,1096614987.0,861175.0
Otherside,Red Hot Chili Peppers,1096003077.0,1053646.0
My Way,Calvin Harris,1095632329.0,524179.0
Perfect Strangers,Jonas Blue,1093512737.0,314305.0
Want to Want Me,Jason Derulo,1089840196.0,222397.0
Three Little Birds,Bob Marley & The Wailers,1089788227.0,539267.0
Where Is The Love?,Black Eyed Peas,1089243823.0,551741.0
Toosie Slide,Drake,1088800673.0,221110.0
It Wasn't Me,Shaggy,1088774525.0,494041.0
The Next Episode,Dr. Dre,1087944681.0,770881.0
Exchange,Bryson Tiller,1086554994.0,567745.0
Numb / Encore,JAY-Z,1084295586.0,672491.0
Nonsense,Sabrina Carpenter,1083959454.0,1457356.0
Not Afraid,Eminem,1083861561.0,493673.0
Feliz Cumpleaños Ferxxo,Feid,1083500394.0,1012164.0
Roses,The Chainsmokers,1083188682.0,216592.0
Too Good,Drake,1082738508.0,198286.0
No Guidance,Chris Brown,1081579749.0,457732.0
I Don't Want To Miss A Thing,Aerosmith,1080751118.0,447520.0
How You Like That,BLACKPINK,1080650505.0,287848.0
LALA,Myke Towers,1079275284.0,965264.0
Santa Tell Me,Ariana Grande,1079103433.0,1378578.0
Solo,Clean Bandit,1078909652.0,306274.0
Mine,Bazzi,1075815156.0,152589.0
Let Me Love You,Mario,1075774552.0,710756.0
3 Nights,Dominic Fike,1075138309.0,510524.0
"You're Gonna Go Far, Kid",The Offspring,1074222937.0,681226.0
Hey Mor,Ozuna,1073777896.0,525441.0
Wake Up in the Sky,Bruno Mars,1073124045.0,403735.0
EARFQUAKE,"Tyler, The Creator",1072765401.0,874576.0
Tennessee Whiskey,Chris Stapleton,1072124102.0,693266.0
Baby,Justin Bieber,1071104990.0,834590.0
Jimmy Cooks,Drake,1070303033.0,582927.0
Best Day Of My Life,American Authors,1070301285.0,495914.0
Go Flex,Post Malone,1070254979.0,229839.0
Delicate,Taylor Swift,1070205170.0,516435.0
Promises,Calvin Harris,1069596277.0,185078.0
Your Love,The Outfield,1068946218.0,1117649.0
Chantaje,Shakira,1066809227.0,405287.0
Hey Brother,Avicii,1065811770.0,362384.0
Candy Paint,Post Malone,1065450587.0,208930.0
Go Your Own Way,Fleetwood Mac,1065409639.0,491238.0
Get You The Moon,Kina,1061918221.0,244926.0
Ain't No Sunshine,Bill Withers,1058617415.0,731673.0
The Way Life Goes,Lil Uzi Vert,1058481597.0,648268.0
Bored,Billie Eilish,1058307551.0,651167.0
Locked Away,R. City,1057575172.0,365478.0
X,Nicky Jam,1055775150.0,300300.0
"Hold On, We're Going Home",Drake,1055299255.0,393475.0
Often,The Weeknd,1054325468.0,464560.0
Toxicity,System Of A Down,1052802780.0,829553.0
If I Can't Have You,Shawn Mendes,1051930973.0,234858.0
Waves,Mr. Probz,1051158279.0,311098.0
The Lazy Song,Bruno Mars,1049753060.0,596713.0
Scar Tissue,Red Hot Chili Peppers,1048916296.0,705560.0
My Girl,The Temptations,1048893909.0,593335.0
American Idiot,Green Day,1048807763.0,619754.0
bury a friend,Billie Eilish,1048390666.0,249490.0
Replay,Iyaz,1047937400.0,457636.0
Work Out,J. Cole,1047523795.0,566173.0
Don't Call Me Up,Mabel,1047393690.0,202200.0
Rewrite The Stars,Zac Efron,1044991701.0,327955.0
The Middle,Jimmy Eat World,1044750644.0,714452.0
Angels Like You,Miley Cyrus,1044672860.0,578915.0
Sunroof,Nicky Youre,1043726738.0,877213.0
Bound 2,Kanye West,1041881948.0,629217.0
House of the Rising Sun,The Animals,1040772986.0,521097.0
Rockin' Around The Christmas Tree,Brenda Lee,1040733345.0,621432.0
Old Town Road,Lil Nas X,1039628178.0,189454.0
Wake Me Up Before You Go-Go,Wham!,1039410260.0,565882.0
Cigarette Daydreams,Cage The Elephant,1038934400.0,729417.0
Candy Shop,50 Cent,1038429266.0,539016.0
Stairway to Heaven,Led Zeppelin,1038044992.0,410100.0
Heartless,The Weeknd,1037994209.0,412208.0
On Top Of The World,Imagine Dragons,1037908563.0,430350.0
LA NOCHE DE ANOCHE,Bad Bunny,1037183242.0,278469.0
Strip That Down,Liam Payne,1036499374.0,350899.0
Uptown Girl,Billy Joel,1034837970.0,874137.0
bellyache,Billie Eilish,1034462607.0,486750.0
Could You Be Loved,Bob Marley & The Wailers,1033910444.0,572751.0
i like the way you kiss me,Artemas,1033767891.0,2099116.0
Physical,Dua Lipa,1033610945.0,311555.0
After Hours,The Weeknd,1033067729.0,610730.0
Friday,Riton,1031989728.0,283426.0
Nevermind,Dennis Lloyd,1031647832.0,282166.0
Video Games,Lana Del Rey,1030621360.0,646802.0
Stole the Show,Kygo,1029238139.0,460395.0
Vete,Bad Bunny,1028568265.0,245295.0
FE!N,Travis Scott,1028005600.0,2176038.0
Teenagers,My Chemical Romance,1027478164.0,596009.0
Kings & Queens,Ava Max,1027450577.0,388674.0
Or Nah,Ty Dolla $ign,1027248953.0,673476.0
Memories,David Guetta,1026719776.0,520327.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,1026410912.0,407717.0
Levels,Avicii,1026049297.0,430467.0
This Town,Niall Horan,1025857764.0,512066.0
Am I Wrong,Nico & Vinz,1025636525.0,320770.0
Superman,Eminem,1025364332.0,820761.0
Piece Of Your Heart,MEDUZA,1025046030.0,178171.0
Walking On A Dream,Empire Of The Sun,1024898058.0,656324.0
Rockin' Around the Christmas Tree,Xmas Classics,1024360707.0,150200.0
Die For You,The Weeknd,1024078581.0,731164.0
Mr. Blue Sky,Electric Light Orchestra,1023397681.0,336606.0
Blame,Calvin Harris,1023252135.0,577331.0
Gasolina,Daddy Yankee,1022562449.0,779067.0
Late Night Talking,Harry Styles,1022546800.0,370251.0
Clocks,Coldplay,1022194761.0,643227.0
The One That Got Away,Katy Perry,1021734977.0,790853.0
MAMIII,Becky G,1021689026.0,651131.0
34+35,Ariana Grande,1021678772.0,317812.0
CLASSY 101,Feid,1021349728.0,822324.0
we can't be friends (wait for your love),Ariana Grande,1020909085.0,2341889.0
Standing Next to You,Jung Kook,1020783500.0,1787255.0
It's Beginning to Look a Lot like Christmas,Michael Bublé,1020629148.0,944391.0
We Can't Stop,Miley Cyrus,1020456327.0,516887.0
Nothing Breaks Like a Heart,Mark Ronson,1020449296.0,541426.0
No Idea,Don Toliver,1018036762.0,607121.0
"It Will Rain (From ""Twilight Breaking Dawn"")",Bruno Mars,1017265836.0,1053834.0
The A Team,Ed Sheeran,1015666976.0,242228.0
Everywhere,Fleetwood Mac,1015635069.0,608058.0
Wildest Dreams,Taylor Swift,1014799049.0,303960.0
i love you,Billie Eilish,1014448679.0,737007.0
Truth Hurts,Lizzo,1012799500.0,130483.0
Kryptonite,3 Doors Down,1012795884.0,525395.0
What's Up?,4 Non Blondes,1009910568.0,532354.0
"break up with your girlfriend, i'm bored",Ariana Grande,1009723658.0,256981.0
Who,Jimin,1009363625.0,5170954.0
Black Beatles,Rae Sremmurd,1008934438.0,255813.0
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,1008342778.0,364243.0
Him & I,G-Eazy,1007959768.0,480951.0
a lot,21 Savage,1007358036.0,510559.0
Hold the Line,TOTO,1007324349.0,854669.0
Money In The Grave (Drake ft. Rick Ross),Drake,1007079196.0,270771.0
November Rain,Guns N' Roses,1006087711.0,529699.0
Please Please Please,Sabrina Carpenter,1005887974.0,3136266.0
Higher Love,Kygo,1004941578.0,438290.0
Levitating,Dua Lipa,1004917448.0,322553.0
Sexy Bitch,David Guetta,1003482442.0,567651.0
Crazy Little Thing Called Love,Queen,1003332785.0,622469.0
Come & Go,Juice WRLD,1003226493.0,356196.0
Soltera (Remix),Lunay,1003219412.0,318314.0
Snowman,Sia,1001639650.0,1324772.0
Laugh Now Cry Later,Drake,1000842113.0,281037.0
You Need To Calm Down,Taylor Swift,1000660781.0,363799.0
Look Alive,BlocBoy JB,998953865.0,115696.0
The Kids Aren't Alright,The Offspring,998675471.0,736556.0
The Way I Are,Timbaland,998562598.0,882513.0
How Do You Sleep?,Sam Smith,998371798.0,172121.0
Wrecking Ball,Miley Cyrus,998133182.0,464529.0
Never Forget You,Zara Larsson,998118471.0,171054.0
Elastic Heart,Sia,997443613.0,587870.0
"Sex, Drugs, Etc.",Beach Weather,997209610.0,1242329.0
the remedy for a broken heart (why am I so in love),XXXTENTACION,996219539.0,261250.0
Love Me Harder,Ariana Grande,995301162.0,557133.0
Hot N Cold,Katy Perry,994642848.0,765536.0
Talk,Khalid,994177779.0,154062.0
Lost in the Fire,Gesaffelstein,993350551.0,833259.0
Habits (Stay High),Tove Lo,993249133.0,505146.0
La Santa,Bad Bunny,992091677.0,536127.0
Sunday Best,Surfaces,992006752.0,245756.0
Shotgun,George Ezra,991809468.0,378624.0
Lalala,Y2K,991356993.0,131041.0
"jealousy, jealousy",Olivia Rodrigo,991023430.0,667116.0
Can't Help Falling in Love,Elvis Presley,990965086.0,694683.0
Dance The Night,Dua Lipa,990733154.0,686493.0
Truth Hurts,Lizzo,990690505.0,161441.0
Jingle Bell Rock,Bobby Helms,989639182.0,1395888.0
Moth To A Flame,Swedish House Mafia,989445279.0,776062.0
RITMO (Bad Boys For Life),Black Eyed Peas,987674426.0,158018.0
Slow Hands,Niall Horan,986991898.0,285717.0
Space Cadet,Metro Boomin,986435654.0,450976.0
Pray For Me,The Weeknd,985666015.0,424923.0
Fake Love,Drake,984983653.0,120352.0
Tongue Tied,GROUPLOVE,984860046.0,440201.0
double take,Dhruv,984827383.0,994038.0
In Your Eyes,The Weeknd,984337209.0,297276.0
RAPSTAR,Polo G,984263018.0,579081.0
Mama,Jonas Blue,984248884.0,213867.0
POWER,Kanye West,983723814.0,355177.0
Je te laisserai des mots,Patrick Watson,983620882.0,960525.0
iSpy,KYLE,983543187.0,135929.0
Don't You (Forget About Me),Simple Minds,983406291.0,514275.0
Popular,The Weeknd,980361648.0,850101.0
Si Estuviésemos Juntos,Bad Bunny,980104533.0,506745.0
One More Night,Maroon 5,979454222.0,664698.0
Song 2,Blur,979057377.0,554876.0
California Dreamin',The Mamas & The Papas,978738046.0,737399.0
Bad Moon Rising,Creedence Clearwater Revival,978528075.0,535636.0
I Kissed A Girl,Katy Perry,978485938.0,549477.0
Killing In The Name,Rage Against The Machine,977733903.0,527495.0
I Want You Back,The Jackson 5,975286790.0,394876.0
Where Is My Mind?,Pixies,975254980.0,550271.0
Home,Edward Sharpe & The Magnetic Zeros,975239094.0,381894.0
Drowning,A Boogie Wit da Hoodie,973839279.0,309449.0
Don't Wanna Know,Maroon 5,973671371.0,168410.0
Lo Siento BB:/,Tainy,973613911.0,371929.0
Fast Car,Tracy Chapman,973514729.0,621071.0
Dancing in the Moonlight,Toploader,972084356.0,631614.0
Complicated,Avril Lavigne,971053241.0,815632.0
Take Me Out,Franz Ferdinand,970040311.0,655369.0
I See Fire,Ed Sheeran,969230111.0,150784.0
Felices los 4,Maluma,969206414.0,242024.0
Beauty And A Beat,Justin Bieber,968916650.0,964945.0
Your Song,Elton John,968362282.0,509872.0
What I've Done,Linkin Park,967886136.0,802434.0
Adan y Eva,Paulo Londra,967456142.0,286431.0
Don't Look Back In Anger,Oasis,967309909.0,620638.0
Échame La Culpa,Luis Fonsi,966679579.0,203375.0
LUNA,Feid,966249249.0,1945827.0
Lose Control,MEDUZA,965959246.0,206549.0
Martin & Gina,Polo G,965017319.0,559821.0
Love Lies,Khalid,964502251.0,335060.0
Dile,Don Omar,964435415.0,629559.0
The Color Violet,Tory Lanez,963856234.0,1052708.0
WITHOUT YOU,The Kid LAROI,963805591.0,227613.0
I Love It,Icona Pop,962560497.0,559281.0
Bandit,Juice WRLD,962398379.0,260443.0
Perfect,One Direction,962103797.0,940488.0
DJ Got Us Fallin' in Love,USHER,961998710.0,835561.0
Runaway,AURORA,961882154.0,526549.0
...Baby One More Time,Britney Spears,960889937.0,777083.0
Bam Bam,Camila Cabello,960573813.0,302390.0
Bad and Boujee,Migos,959756106.0,159177.0
Rewrite The Stars,James Arthur,959441489.0,982306.0
Wild Ones,Flo Rida,959209443.0,361931.0
Atlantis,Seafret,958797887.0,844066.0
Drops of Jupiter (Tell Me),Train,957921185.0,566253.0
Low Life,Future,956177869.0,799330.0
Breakeven,The Script,956075911.0,593207.0
fukumean,Gunna,955757049.0,895452.0
Fireflies,Owl City,955326554.0,360434.0
It's My Life,Bon Jovi,953901436.0,545171.0
SexyBack,Justin Timberlake,953840216.0,664966.0
Break Free,Ariana Grande,952279971.0,377532.0
Die With A Smile,Lady Gaga,952025247.0,10755897.0
Wishing Well,Juice WRLD,951536105.0,431321.0
ily (i love you baby),Surf Mesa,948730610.0,223653.0
"Another Brick In The Wall, Pt. 2",Pink Floyd,947388148.0,468377.0
I Want to Know What Love Is,Foreigner,947327598.0,845982.0
You're Beautiful,James Blunt,946905102.0,521929.0
Golden,Harry Styles,946641818.0,208597.0
"Good Luck, Babe!",Chappell Roan,946608341.0,3925822.0
Love Me Again,V,946360260.0,2286124.0
Runaway (U & I),Galantis,945662567.0,273648.0
Temperature,Sean Paul,945235050.0,522150.0
Jump,Van Halen,944735207.0,339846.0
Ballin',Mustard,944422278.0,258935.0
Otra vez,Zion & Lennox,944335160.0,256592.0
Love You Like A Love Song,Selena Gomez & The Scene,943358821.0,646915.0
Glorious,Macklemore,943105934.0,362117.0
Love Story,Taylor Swift,943003376.0,291573.0
Jealous,Eyedress,942510706.0,1068261.0
Somebody To Love,Queen,939582338.0,322157.0
Lean Wit Me,Juice WRLD,938565794.0,481157.0
MILLION DOLLAR BABY,Tommy Richman,937520391.0,1820287.0
Down Under,Men At Work,937037673.0,675441.0
Fluorescent Adolescent,Arctic Monkeys,936437906.0,560009.0
When It Rains It Pours,Luke Combs,936389740.0,733842.0
Break from Toronto,PARTYNEXTDOOR,935854109.0,1104248.0
Fight Song,Rachel Platten,935524357.0,240056.0
Beautiful Crazy,Luke Combs,935075824.0,642699.0
Kiss Me,Sixpence None The Richer,934829511.0,980568.0
Master of Puppets (Remastered),Metallica,934689836.0,490886.0
Dilemma,Nelly,934457418.0,441899.0
Use Somebody,Kings of Leon,933920935.0,357826.0
Time After Time,Cyndi Lauper,933824923.0,592539.0
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,932417732.0,658279.0
Are You Bored Yet?,Wallows,931981624.0,585418.0
Ivy,Frank Ocean,929519873.0,1070801.0
Super Bass,Nicki Minaj,929384983.0,442072.0
I Write Sins Not Tragedies,Panic! At The Disco,929330912.0,358115.0
California Gurls,Katy Perry,929300004.0,655246.0
2055,Sleepy Hallow,927528453.0,669815.0
Cupid (Twin Ver.),FIFTY FIFTY,927077909.0,390524.0
Those Eyes,New West,925600474.0,948750.0
Diles,Bad Bunny,925015937.0,478327.0
Boss Bitch,Doja Cat,924896030.0,283558.0
In My Blood,Shawn Mendes,924734468.0,173952.0
So Sick,Ne-Yo,924374278.0,465240.0
Criminal,NATTI NATASHA,923461939.0,222381.0
WAIT FOR U,Future,922360222.0,922463.0
Footloose,Kenny Loggins,922132633.0,331718.0
No One,Alicia Keys,921960148.0,520244.0
Never Be the Same,Camila Cabello,921686927.0,509175.0
Call on Me,Starley,919818844.0,156126.0
willow,Taylor Swift,919518074.0,462561.0
Bodak Yellow,Cardi B,918930164.0,226248.0
Una Noche en Medellín,Cris Mj,917779025.0,526399.0
Formula,Labrinth,916231197.0,395499.0
Déjala Que Vuelva,Piso 21,916133204.0,437628.0
Leave Before You Love Me,Marshmello,915565355.0,462308.0
Piano Man,Billy Joel,915480457.0,475440.0
Say My Name,Destiny's Child,912644952.0,528966.0
Body Like A Back Road,Sam Hunt,912636618.0,217927.0
Tainted Love,Soft Cell,912086665.0,524431.0
Problem,Ariana Grande,911691657.0,354360.0
Lost on You,LP,911510658.0,482597.0
Pretty Girl,Maggie Lindemann,911383820.0,71474.0
Se Preparó,Ozuna,910151184.0,388839.0
Steal My Girl,One Direction,909918066.0,615502.0
Dancin,Aaron Smith,909259173.0,308637.0
Never Gonna Give You Up,Rick Astley,908817110.0,493179.0
i'm so tired...,Lauv,908721983.0,159001.0
Killer Queen,Queen,908366225.0,439148.0
After Dark,Mr.Kitty,908132894.0,422491.0
you should see me in a crown,Billie Eilish,907704240.0,323935.0
Bailando,Enrique Iglesias,907174295.0,415509.0
Boy's a liar Pt. 2,PinkPantheress,906773353.0,485419.0
Hold On,Chord Overstreet,906705750.0,462084.0
Bleeding Love,Leona Lewis,905776198.0,508880.0
A Bar Song (Tipsy),Shaboozey,904812030.0,2581022.0
Heart Attack,Demi Lovato,903466626.0,531054.0
BICHOTA,KAROL G,903252896.0,208283.0
El Perdón,Nicky Jam,902710626.0,204629.0
Safaera,Bad Bunny,902017324.0,207024.0
love nwantiti (ah ah ah),CKay,902004342.0,287173.0
Everybody Talks,Neon Trees,901846768.0,379458.0
What You Know,Two Door Cinema Club,901723496.0,532878.0
More Than a Feeling,Boston,901011639.0,450694.0
Borro Cassette,Maluma,900392569.0,983865.0
No Money,Galantis,900273179.0,147207.0
Not Like Us,Kendrick Lamar,898084477.0,1739739.0
Someone To You,BANNERS,897477960.0,405499.0
I Knew You Were Trouble.,Taylor Swift,897192423.0,337437.0
PERRO NEGRO,Bad Bunny,896919174.0,1108638.0
Yandel 150,Yandel,896583649.0,339088.0
Rise,Jonas Blue,896402268.0,179722.0
In The Stars,Benson Boone,895844834.0,1185454.0
Magnolia,Playboi Carti,895699967.0,391757.0
Somebody Told Me,The Killers,895267827.0,601742.0
ME!,Taylor Swift,895158377.0,204354.0
Pop Out,Polo G,895088980.0,262727.0
Escapism.,RAYE,894630603.0,666399.0
Strangers,Kenya Grace,893740606.0,786126.0
Breezeblocks,alt-J,893441350.0,372935.0
Maniac,Conan Gray,893226225.0,325642.0
Jackie Chan,Tiësto,892921483.0,143619.0
Amanece,Anuel AA,892894132.0,846631.0
Day 'N' Nite,Kid Cudi,890776531.0,417163.0
Whiskey Glasses,Morgan Wallen,890575225.0,410771.0
You Right,Doja Cat,890442885.0,325033.0
Love Me,Lil Wayne,890034565.0,988244.0
Fair Trade,Drake,889620796.0,476545.0
I Like You (A Happier Song),Post Malone,887657626.0,332409.0
Neverita,Bad Bunny,887461992.0,294459.0
Blurred Lines,Robin Thicke,887409932.0,261952.0
Boulevard of Broken Dreams,Green Day,887056184.0,518773.0
3005,Childish Gambino,886142293.0,387591.0
family ties,Baby Keem,886133901.0,696645.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,885640623.0,289207.0
Versace on the Floor,Bruno Mars,885022182.0,541463.0
Chill Bill,Rob $tone,884996703.0,364998.0
I Won't Give Up,Jason Mraz,883953282.0,219520.0
Bitch Better Have My Money,Rihanna,883900108.0,232470.0
Better Together,Jack Johnson,883761792.0,352037.0
The Motto,Tiësto,883235395.0,339730.0
Misery Business,Paramore,883208775.0,439463.0
What Is Love,Haddaway,882832322.0,724349.0
About Damn Time,Lizzo,881533611.0,206647.0
Like I Can,Sam Smith,880275638.0,233655.0
Never Be Like You,Flume,880127838.0,366868.0
One Call Away,Charlie Puth,879714625.0,227255.0
Forgot About Dre,Dr. Dre,879608776.0,410634.0
I Remember Everything,Zach Bryan,879332074.0,1395278.0
Love Story (Taylor’s Version),Taylor Swift,878639422.0,667076.0
Not Allowed,TV Girl,877497784.0,1050829.0
Hey Mama,David Guetta,876005941.0,365142.0
Water,Tyla,875997870.0,1245296.0
Love Galore,SZA,872997276.0,463610.0
Glad You Came,The Wanted,872318149.0,389036.0
