Artist/Song,Streams,Daily
Duncan Laurence - Arcade,"1,271,654,723","604,044"
Kali Uchis - telepatía,"1,270,745,857","816,491"
Noah Kahan - Stick Season,"1,267,899,871","1,666,476"
Calvin Harris - How Deep Is Your Love,"1,266,842,850","576,609"
Fall Out Boy - Centuries,"1,265,241,601","522,859"
Sean Paul - No Lie,"1,264,746,311","650,463"
Taylor Swift - Don’t Blame Me,"1,261,172,427","866,997"
Zedd - Stay,"1,261,105,163","264,715"
Giveon - Heartbreak Anniversary,"1,260,190,576","771,390"
Dua Lipa - Break My Heart,"1,259,026,855","457,489"
Loud Luxury - Body,"1,258,371,664","401,450"
Maroon 5 - What Lovers Do,"1,257,283,183","315,924"
Metallica - Nothing Else Matters (Remastered),"1,257,135,786","619,282"
Olivia Rodrigo - happier,"1,256,883,126","864,704"
LISA - MONEY,"1,255,150,237","338,721"
Joel Corry - Head & Heart,"1,254,805,423","284,946"
Michael Jackson - Beat It,"1,253,292,626","875,598"
Julia Michaels - Issues,"1,250,069,861","243,464"
SZA - Good Days,"1,248,379,359","848,466"
Tiësto - The Business,"1,245,772,000","287,926"
Surf Curse - Freaks,"1,245,622,858","1,052,328"
The Notorious B.I.G. - Hypnotize,"1,244,344,226","619,889"
James Bay - Let It Go,"1,242,851,745","348,303"
Rihanna - Only Girl (In The World),"1,242,755,484","868,394"
Kanye West - Gold Digger,"1,242,277,056","591,057"
JVKE - golden hour,"1,241,891,940","745,594"
Katy Perry - Roar,"1,240,954,818","594,170"
Meek Mill - Going Bad,"1,240,796,846","265,510"
Doja Cat - Say So,"1,240,552,200","256,010"
Fetty Wap - Trap Queen,"1,239,016,590","381,505"
Kanye West - Father Stretch My Hands Pt. 1,"1,238,849,577","751,266"
Kendrick Lamar - DNA.,"1,237,545,928","461,237"
SZA - Snooze,"1,237,091,418","1,637,207"
Taylor Swift - Look What You Made Me Do,"1,234,839,047","530,164"
Aerosmith - Dream On,"1,234,668,011","726,754"
Nicki Minaj - Starships,"1,234,263,984","629,678"
KALEO - Way down We Go,"1,233,765,684","1,056,715"
Steve Lacy - Bad Habit,"1,231,903,142","1,008,327"
Doja Cat - Need to Know,"1,231,425,336","325,096"
Ice Cube - It Was A Good Day,"1,231,014,997","736,863"
The Weeknd - Stargirl Interlude,"1,230,765,517","1,024,578"
Doja Cat - Paint The Town Red,"1,230,497,874","932,179"
Justin Bieber - Intentions,"1,230,121,445","387,085"
The Chainsmokers - Paris,"1,229,929,957","302,646"
fun. - We Are Young,"1,229,513,924","514,979"
Ariana Grande - Dangerous Woman,"1,228,904,497","718,193"
Papa Roach - Last Resort,"1,228,055,859","579,511"
DJ Khaled - Wild Thoughts,"1,227,963,817","331,190"
Beach House - Space Song,"1,227,078,473","884,038"
blink-182 - All The Small Things,"1,226,904,470","730,778"
Maroon 5 - This Love,"1,226,853,149","863,933"
Anuel AA - China,"1,226,525,316","271,912"
Elton John - I'm Still Standing,"1,225,970,149","849,091"
Bon Jovi - You Give Love A Bad Name,"1,220,854,958","677,595"
Van Morrison - Brown Eyed Girl,"1,219,680,095","685,219"
Hailee Steinfeld - Starving,"1,215,851,829","172,342"
Nio Garcia - Te Boté,"1,213,268,151","225,690"
Ben E. King - Stand By Me,"1,211,241,771","724,318"
One Direction - Drag Me Down,"1,210,176,304","472,456"
BTS - Boy With Luv (Feat. Halsey),"1,210,153,385","262,151"
JP Saxe - If the World Was Ending,"1,209,944,503","432,693"
Kanye West - Flashing Lights,"1,209,544,983","935,901"
Fleetwood Mac - The Chain,"1,208,848,063","625,571"
Elley Duhé - MIDDLE OF THE NIGHT,"1,208,693,689","677,525"
Eminem - Stan,"1,207,584,420","620,227"
Nickelback - How You Remind Me,"1,207,472,414","1,049,415"
TLC - No Scrubs,"1,207,354,948","882,214"
Jay Wheeler - La Curiosidad,"1,206,689,844","671,454"
Bad Bunny - Moscow Mule,"1,205,641,999","540,389"
Lewis Capaldi - Bruises,"1,205,525,120","474,164"
Desiigner - Panda,"1,205,411,545","178,952"
Kodaline - All I Want,"1,203,398,797","421,108"
d4vd - Here With Me,"1,202,918,065","1,151,292"
girl in red - we fell in love in october,"1,202,031,766","1,315,623"
Black Sabbath - Paranoid,"1,200,730,401","731,650"
"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)","1,194,853,943","548,101"
Jonas Blue - Fast Car,"1,194,505,684","361,112"
Pop Smoke - What You Know Bout Love,"1,194,354,148","424,853"
Kungs - This Girl (Kungs Vs. Cookin' On 3 Burners),"1,194,231,938","374,517"
Alicia Keys - If I Ain't Got You,"1,192,871,720","719,855"
Natasha Bedingfield - Unwritten,"1,192,153,817","1,281,986"
Rihanna - FourFiveSeconds,"1,191,831,016","375,666"
Lady Gaga - Just Dance,"1,190,019,668","800,705"
Olivia Rodrigo - favorite crime,"1,189,723,564","880,939"
Outkast - Ms. Jackson,"1,187,557,043","733,576"
Pedro Capó - Calma,"1,187,556,303","202,842"
Akon - Smack That,"1,187,235,800","1,095,831"
Ariana Grande - Stuck with U,"1,187,074,205","509,181"
21 Savage - Bank Account,"1,185,293,118","221,569"
Adele - Make You Feel My Love,"1,183,546,217","530,634"
Green Day - Basket Case,"1,183,046,634","686,252"
Demi Lovato - Sorry Not Sorry,"1,182,833,135","186,636"
Spice Girls - Wannabe,"1,181,508,477","576,760"
Olivia Rodrigo - vampire,"1,179,076,404","1,090,917"
Post Malone - White Iverson,"1,179,074,606","294,950"
Lil Wayne - Sucker for Pain,"1,176,346,306","267,043"
Swedish House Mafia - Don't You Worry Child,"1,175,705,239","562,056"
M83 - Midnight City,"1,175,248,114","615,146"
Ali Gatie - It's You,"1,173,333,918","319,080"
Måneskin - I WANNA BE YOUR SLAVE,"1,173,055,728","821,077"
Rauw Alejandro - Desesperados,"1,172,809,471","782,740"
Rihanna - S&M,"1,172,166,992","813,164"
Smash Mouth - All Star,"1,171,710,357","453,263"
Frank Ocean - Lost,"1,171,441,305","717,232"
Gnarls Barkley - Crazy,"1,170,744,202","478,917"
GAYLE - abcdefu,"1,169,984,301","259,435"
Katy Perry - Firework,"1,169,780,433","619,059"
Rudimental - These Days,"1,169,754,702","259,062"
Calvin Harris - Feels,"1,167,522,229","248,160"
Lil Baby - Yes Indeed,"1,167,390,604","330,610"
Yng Lvcas - La Bebe,"1,166,773,519","524,307"
The Clash - Should I Stay or Should I Go,"1,164,315,092","746,694"
Daft Punk - Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"1,161,760,749","422,670"
Kygo - Firestone,"1,161,709,299","284,338"
Lost Frequencies - Are You With Me,"1,161,156,794","715,510"
KAROL G - TQG,"1,161,106,061","730,273"
Drake - Nonstop,"1,159,970,509","287,081"
Topic - Breaking Me,"1,159,545,256","221,670"
Daniel Caesar - Get You,"1,158,513,285","1,155,495"
Flo Rida - Low,"1,158,444,599","852,406"
Doja Cat - Streets,"1,158,420,473","830,502"
Pop Smoke - For The Night,"1,157,759,542","288,136"
Amy Winehouse - Back To Black,"1,157,534,622","1,025,291"
Billie Eilish - idontwannabeyouanymore,"1,156,116,482","524,763"
Taio Cruz - Dynamite,"1,153,875,599","571,831"
WILLOW - Wait a Minute!,"1,153,869,226","456,127"
Grupo Frontera - un x100to,"1,152,786,043","939,428"
BØRNS - Electric Love,"1,152,499,274","411,212"
Rosa Linn - SNAP,"1,152,261,943","561,619"
Guns N' Roses - Paradise City,"1,149,909,123","470,785"
George Michael - Careless Whisper,"1,149,878,993","741,465"
Jason Derulo - Swalla,"1,148,950,570","305,325"
Coldplay - Sparks,"1,148,909,796","1,186,723"
Jawsh 685 - Savage Love (Laxed,"1,146,542,558","171,762"
Lilly Wood and The Prick - Prayer in C,"1,146,092,434","782,803"
Calvin Harris - Feel So Close,"1,143,318,522","835,421"
Plain White T's - Hey There Delilah,"1,143,139,426","418,670"
Djo - End of Beginning,"1,142,806,454","2,240,000"
The Verve - Bitter Sweet Symphony,"1,142,442,536","587,600"
Plan B - Es un Secreto,"1,140,935,472","1,052,671"
Stephen Sanchez - Until I Found You,"1,140,324,228","838,113"
Meghan Trainor - Like I'm Gonna Lose You,"1,136,747,231","577,153"
Red Hot Chili Peppers - Snow (Hey Oh),"1,134,804,266","553,524"
Jack Ü - Where Are Ü Now,"1,134,166,706","206,416"
Justin Timberlake - Mirrors,"1,132,277,721","525,945"
Frank Ocean - Thinkin Bout You,"1,132,055,502","1,167,616"
Daryl Hall & John Oates - You Make My Dreams (Come True),"1,129,554,565","592,109"
Imagine Dragons - Bad Liar,"1,128,956,554","504,855"
Lil Uzi Vert - 20 Min,"1,128,304,321","1,013,281"
Pop Smoke - Dior,"1,128,153,088","407,324"
The Notorious B.I.G. - Big Poppa,"1,128,077,890","667,071"
Jaymes Young - Infinity,"1,127,183,357","372,139"
Avicii - Without You,"1,126,382,678","311,014"
JAY-Z - Empire State Of Mind,"1,126,085,238","706,684"
Eminem - Rap God,"1,123,824,834","480,512"
Flo Rida - My House,"1,122,845,468","452,660"
U2 - With Or Without You,"1,121,522,405","528,182"
Hailee Steinfeld - Let Me Go,"1,120,921,733","164,568"
Florence + The Machine - Dog Days Are Over,"1,120,627,771","718,030"
Arctic Monkeys - R U Mine?,"1,118,781,715","542,524"
The Weeknd - Reminder,"1,118,383,328","695,163"
Of Monsters and Men - Little Talks,"1,116,983,731","395,408"
Kodak Black - ZEZE,"1,115,847,218","273,423"
Coldplay - Adventure of a Lifetime,"1,115,509,441","487,982"
Adele - Send My Love (To Your New Lover),"1,115,117,891","314,728"
Noah Cyrus - July,"1,114,196,119","771,650"
Bruno Mars - Marry You,"1,113,803,929","846,372"
The Weeknd - I Was Never There,"1,112,976,566","746,534"
ROSALÍA - DESPECHÁ,"1,112,817,474","573,442"
Calvin Harris - Slide,"1,111,880,084","254,313"
Disclosure - Latch,"1,111,702,104","690,073"
"Billie Eilish - What Was I Made For? [From The Motion Picture ""Barbie""]","1,110,829,477","1,413,967"
Rag'n'Bone Man - Human,"1,110,559,672","668,581"
TV Girl - Lovers Rock,"1,109,847,242","1,469,036"
Hoobastank - The Reason,"1,109,610,261","749,867"
DJ Snake - Middle,"1,109,145,874","275,468"
Lil Nas X - THATS WHAT I WANT,"1,108,056,845","242,155"
Bruno Mars - Treasure,"1,106,565,787","661,754"
Ariana Grande - God is a woman,"1,104,930,414","301,476"
Bee Gees - Stayin' Alive,"1,104,843,282","552,910"
Morgan Wallen - Last Night,"1,104,616,961","920,126"
The Neighbourhood - Softcore,"1,104,032,362","1,222,568"
Hotel Ugly - Shut up My Moms Calling,"1,103,839,272","1,756,541"
YNW Melly - Murder on My Mind,"1,103,814,699","317,107"
Eminem - The Monster,"1,103,250,323","537,821"
Lady Gaga - Rain On Me,"1,102,505,809","263,702"
Selena Gomez - Back To You,"1,101,494,194","264,944"
Sheck Wes - Mo Bamba,"1,101,390,825","299,972"
Zach Bryan - Something in the Orange,"1,101,295,629","1,261,361"
Calum Scott - You Are The Reason,"1,101,160,259","373,956"
"Dan + Shay - 10,000 Hours","1,100,929,878","249,802"
Rihanna - Don't Stop The Music,"1,100,831,527","736,782"
Hozier - Too Sweet,"1,100,290,124","2,458,365"
A Great Big World - Say Something,"1,099,688,416","249,192"
KAROL G - QLONA,"1,097,033,317","1,118,828"
KISS - I Was Made For Lovin' You,"1,096,614,987","861,175"
Red Hot Chili Peppers - Otherside,"1,096,003,077","1,053,646"
Calvin Harris - My Way,"1,095,632,329","524,179"
Jonas Blue - Perfect Strangers,"1,093,512,737","314,305"
Jason Derulo - Want to Want Me,"1,089,840,196","222,397"
Bob Marley & The Wailers - Three Little Birds,"1,089,788,227","539,267"
Black Eyed Peas - Where Is The Love?,"1,089,243,823","551,741"
Drake - Toosie Slide,"1,088,800,673","221,110"
Shaggy - It Wasn't Me,"1,088,774,525","494,041"
Dr. Dre - The Next Episode,"1,087,944,681","770,881"
Bryson Tiller - Exchange,"1,086,554,994","567,745"
JAY-Z - Numb / Encore,"1,084,295,586","672,491"
Sabrina Carpenter - Nonsense,"1,083,959,454","1,457,356"
Eminem - Not Afraid,"1,083,861,561","493,673"
Feid - Feliz Cumpleaños Ferxxo,"1,083,500,394","1,012,164"
The Chainsmokers - Roses,"1,083,188,682","216,592"
Drake - Too Good,"1,082,738,508","198,286"
Chris Brown - No Guidance,"1,081,579,749","457,732"
Aerosmith - I Don't Want To Miss A Thing,"1,080,751,118","447,520"
BLACKPINK - How You Like That,"1,080,650,505","287,848"
Myke Towers - LALA,"1,079,275,284","965,264"
Ariana Grande - Santa Tell Me,"1,079,103,433","1,378,578"
Clean Bandit - Solo,"1,078,909,652","306,274"
Bazzi - Mine,"1,075,815,156","152,589"
Mario - Let Me Love You,"1,075,774,552","710,756"
Dominic Fike - 3 Nights,"1,075,138,309","510,524"
"The Offspring - You're Gonna Go Far, Kid","1,074,222,937","681,226"
Ozuna - Hey Mor,"1,073,777,896","525,441"
Bruno Mars - Wake Up in the Sky,"1,073,124,045","403,735"
"Tyler, The Creator - EARFQUAKE","1,072,765,401","874,576"
Chris Stapleton - Tennessee Whiskey,"1,072,124,102","693,266"
Justin Bieber - Baby,"1,071,104,990","834,590"
Drake - Jimmy Cooks,"1,070,303,033","582,927"
American Authors - Best Day Of My Life,"1,070,301,285","495,914"
Post Malone - Go Flex,"1,070,254,979","229,839"
Taylor Swift - Delicate,"1,070,205,170","516,435"
Calvin Harris - Promises,"1,069,596,277","185,078"
The Outfield - Your Love,"1,068,946,218","1,117,649"
Shakira - Chantaje,"1,066,809,227","405,287"
Avicii - Hey Brother,"1,065,811,770","362,384"
Post Malone - Candy Paint,"1,065,450,587","208,930"
Fleetwood Mac - Go Your Own Way,"1,065,409,639","491,238"
Kina - Get You The Moon,"1,061,918,221","244,926"
Bill Withers - Ain't No Sunshine,"1,058,617,415","731,673"
Lil Uzi Vert - The Way Life Goes,"1,058,481,597","648,268"
Billie Eilish - Bored,"1,058,307,551","651,167"
R. City - Locked Away,"1,057,575,172","365,478"
Nicky Jam - X,"1,055,775,150","300,300"
"Drake - Hold On, We're Going Home","1,055,299,255","393,475"
The Weeknd - Often,"1,054,325,468","464,560"
System Of A Down - Toxicity,"1,052,802,780","829,553"
Shawn Mendes - If I Can't Have You,"1,051,930,973","234,858"
Mr. Probz - Waves,"1,051,158,279","311,098"
Bruno Mars - The Lazy Song,"1,049,753,060","596,713"
Red Hot Chili Peppers - Scar Tissue,"1,048,916,296","705,560"
The Temptations - My Girl,"1,048,893,909","593,335"
Green Day - American Idiot,"1,048,807,763","619,754"
Billie Eilish - bury a friend,"1,048,390,666","249,490"
Iyaz - Replay,"1,047,937,400","457,636"
J. Cole - Work Out,"1,047,523,795","566,173"
Mabel - Don't Call Me Up,"1,047,393,690","202,200"
Zac Efron - Rewrite The Stars,"1,044,991,701","327,955"
Jimmy Eat World - The Middle,"1,044,750,644","714,452"
Miley Cyrus - Angels Like You,"1,044,672,860","578,915"
Nicky Youre - Sunroof,"1,043,726,738","877,213"
Kanye West - Bound 2,"1,041,881,948","629,217"
The Animals - House of the Rising Sun,"1,040,772,986","521,097"
Brenda Lee - Rockin' Around The Christmas Tree,"1,040,733,345",
Lil Nas X - Old Town Road,"1,039,628,178","189,454"
Wham! - Wake Me Up Before You Go-Go,"1,039,410,260","565,882"
Cage The Elephant - Cigarette Daydreams,"1,038,934,400","729,417"
50 Cent - Candy Shop,"1,038,429,266","539,016"
Led Zeppelin - Stairway to Heaven,"1,038,044,992","410,100"
The Weeknd - Heartless,"1,037,994,209","412,208"
Imagine Dragons - On Top Of The World,"1,037,908,563","430,350"
Bad Bunny - LA NOCHE DE ANOCHE,"1,037,183,242","278,469"
Liam Payne - Strip That Down,"1,036,499,374","350,899"
Billy Joel - Uptown Girl,"1,034,837,970","874,137"
Billie Eilish - bellyache,"1,034,462,607","486,750"
Bob Marley & The Wailers - Could You Be Loved,"1,033,910,444","572,751"
Artemas - i like the way you kiss me,"1,033,767,891","2,099,116"
Dua Lipa - Physical,"1,033,610,945","311,555"
The Weeknd - After Hours,"1,033,067,729","610,730"
Riton - Friday,"1,031,989,728","283,426"
Dennis Lloyd - Nevermind,"1,031,647,832","282,166"
Lana Del Rey - Video Games,"1,030,621,360","646,802"
Kygo - Stole the Show,"1,029,238,139","460,395"
Bad Bunny - Vete,"1,028,568,265","245,295"
Travis Scott - FE!N,"1,028,005,600","2,176,038"
My Chemical Romance - Teenagers,"1,027,478,164","596,009"
Ava Max - Kings & Queens,"1,027,450,577","388,674"
Ty Dolla $ign - Or Nah,"1,027,248,953","673,476"
David Guetta - Memories,"1,026,719,776","520,327"
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),"1,026,410,912","407,717"
Avicii - Levels,"1,026,049,297","430,467"
Niall Horan - This Town,"1,025,857,764","512,066"
Nico & Vinz - Am I Wrong,"1,025,636,525","320,770"
Eminem - Superman,"1,025,364,332","820,761"
MEDUZA - Piece Of Your Heart,"1,025,046,030","178,171"
Empire Of The Sun - Walking On A Dream,"1,024,898,058","656,324"
Xmas Classics - Rockin' Around the Christmas Tree,"1,024,360,707","150,200"
The Weeknd - Die For You,"1,024,078,581","731,164"
Electric Light Orchestra - Mr. Blue Sky,"1,023,397,681","336,606"
Calvin Harris - Blame,"1,023,252,135","577,331"
Daddy Yankee - Gasolina,"1,022,562,449","779,067"
Harry Styles - Late Night Talking,"1,022,546,800","370,251"
Coldplay - Clocks,"1,022,194,761","643,227"
Katy Perry - The One That Got Away,"1,021,734,977","790,853"
Becky G - MAMIII,"1,021,689,026","651,131"
Ariana Grande - 34+35,"1,021,678,772","317,812"
Feid - CLASSY 101,"1,021,349,728","822,324"
Ariana Grande - we can't be friends (wait for your love),"1,020,909,085","2,341,889"
Jung Kook - Standing Next to You,"1,020,783,500","1,787,255"
Michael Bublé - It's Beginning to Look a Lot like Christmas,"1,020,629,148","944,391"
Miley Cyrus - We Can't Stop,"1,020,456,327","516,887"
Mark Ronson - Nothing Breaks Like a Heart,"1,020,449,296","541,426"
Don Toliver - No Idea,"1,018,036,762","607,121"
"Bruno Mars - It Will Rain (From ""Twilight Breaking Dawn"")","1,017,265,836","1,053,834"
Ed Sheeran - The A Team,"1,015,666,976","242,228"
Fleetwood Mac - Everywhere,"1,015,635,069","608,058"
Taylor Swift - Wildest Dreams,"1,014,799,049","303,960"
Billie Eilish - i love you,"1,014,448,679","737,007"
Lizzo - Truth Hurts,"1,012,799,500","130,483"
3 Doors Down - Kryptonite,"1,012,795,884","525,395"
4 Non Blondes - What's Up?,"1,009,910,568","532,354"
"Ariana Grande - break up with your girlfriend, i'm bored","1,009,723,658","256,981"
Jimin - Who,"1,009,363,625","5,170,954"
Rae Sremmurd - Black Beatles,"1,008,934,438","255,813"
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53","1,008,342,778","364,243"
G-Eazy - Him & I,"1,007,959,768","480,951"
21 Savage - a lot,"1,007,358,036","510,559"
TOTO - Hold the Line,"1,007,324,349","854,669"
Drake - Money In The Grave (Drake ft. Rick Ross),"1,007,079,196","270,771"
Guns N' Roses - November Rain,"1,006,087,711","529,699"
Sabrina Carpenter - Please Please Please,"1,005,887,974","3,136,266"
Kygo - Higher Love,"1,004,941,578","438,290"
Dua Lipa - Levitating,"1,004,917,448","322,553"
David Guetta - Sexy Bitch,"1,003,482,442","567,651"
Queen - Crazy Little Thing Called Love,"1,003,332,785","622,469"
Juice WRLD - Come & Go,"1,003,226,493","356,196"
Lunay - Soltera (Remix),"1,003,219,412","318,314"
Sia - Snowman,"1,001,639,650","1,324,772"
Drake - Laugh Now Cry Later,"1,000,842,113","281,037"
Taylor Swift - You Need To Calm Down,"1,000,660,781","363,799"
BlocBoy JB - Look Alive,"998,953,865","115,696"
The Offspring - The Kids Aren't Alright,"998,675,471","736,556"
Timbaland - The Way I Are,"998,562,598","882,513"
Sam Smith - How Do You Sleep?,"998,371,798","172,121"
Miley Cyrus - Wrecking Ball,"998,133,182","464,529"
Zara Larsson - Never Forget You,"998,118,471","171,054"
Sia - Elastic Heart,"997,443,613","587,870"
"Beach Weather - Sex, Drugs, Etc.","997,209,610","1,242,329"
XXXTENTACION - the remedy for a broken heart (why am I so in love),"996,219,539","261,250"
Ariana Grande - Love Me Harder,"995,301,162","557,133"
Katy Perry - Hot N Cold,"994,642,848","765,536"
Khalid - Talk,"994,177,779","154,062"
Gesaffelstein - Lost in the Fire,"993,350,551","833,259"
Tove Lo - Habits (Stay High),"993,249,133","505,146"
Bad Bunny - La Santa,"992,091,677","536,127"
Surfaces - Sunday Best,"992,006,752","245,756"
George Ezra - Shotgun,"991,809,468","378,624"
Y2K - Lalala,"991,356,993","131,041"
"Olivia Rodrigo - jealousy, jealousy","991,023,430","667,116"
Elvis Presley - Can't Help Falling in Love,"990,965,086","694,683"
Dua Lipa - Dance The Night,"990,733,154","686,493"
Lizzo - Truth Hurts,"990,690,505","161,441"
Bobby Helms - Jingle Bell Rock,"989,639,182","1,395,888"
Swedish House Mafia - Moth To A Flame,"989,445,279","776,062"
Black Eyed Peas - RITMO (Bad Boys For Life),"987,674,426","158,018"
Niall Horan - Slow Hands,"986,991,898","285,717"
Metro Boomin - Space Cadet,"986,435,654","450,976"
The Weeknd - Pray For Me,"985,666,015","424,923"
Drake - Fake Love,"984,983,653","120,352"
GROUPLOVE - Tongue Tied,"984,860,046","440,201"
Dhruv - double take,"984,827,383","994,038"
The Weeknd - In Your Eyes,"984,337,209","297,276"
Polo G - RAPSTAR,"984,263,018","579,081"
Jonas Blue - Mama,"984,248,884","213,867"
Kanye West - POWER,"983,723,814","355,177"
Patrick Watson - Je te laisserai des mots,"983,620,882","960,525"
KYLE - iSpy,"983,543,187","135,929"
Simple Minds - Don't You (Forget About Me),"983,406,291","514,275"
The Weeknd - Popular,"980,361,648","850,101"
Bad Bunny - Si Estuviésemos Juntos,"980,104,533","506,745"
Maroon 5 - One More Night,"979,454,222","664,698"
Blur - Song 2,"979,057,377","554,876"
The Mamas & The Papas - California Dreamin',"978,738,046","737,399"
Creedence Clearwater Revival - Bad Moon Rising,"978,528,075","535,636"
Katy Perry - I Kissed A Girl,"978,485,938","549,477"
Rage Against The Machine - Killing In The Name,"977,733,903","527,495"
The Jackson 5 - I Want You Back,"975,286,790","394,876"
Pixies - Where Is My Mind?,"975,254,980","550,271"
Edward Sharpe & The Magnetic Zeros - Home,"975,239,094","381,894"
A Boogie Wit da Hoodie - Drowning,"973,839,279","309,449"
Maroon 5 - Don't Wanna Know,"973,671,371","168,410"
Tainy - Lo Siento BB:/,"973,613,911","371,929"
Tracy Chapman - Fast Car,"973,514,729","621,071"
Toploader - Dancing in the Moonlight,"972,084,356","631,614"
Avril Lavigne - Complicated,"971,053,241","815,632"
Franz Ferdinand - Take Me Out,"970,040,311","655,369"
Ed Sheeran - I See Fire,"969,230,111","150,784"
Maluma - Felices los 4,"969,206,414","242,024"
Justin Bieber - Beauty And A Beat,"968,916,650","964,945"
Elton John - Your Song,"968,362,282","509,872"
Linkin Park - What I've Done,"967,886,136","802,434"
Paulo Londra - Adan y Eva,"967,456,142","286,431"
Oasis - Don't Look Back In Anger,"967,309,909","620,638"
Luis Fonsi - Échame La Culpa,"966,679,579","203,375"
Feid - LUNA,"966,249,249","1,945,827"
MEDUZA - Lose Control,"965,959,246","206,549"
Polo G - Martin & Gina,"965,017,319","559,821"
Khalid - Love Lies,"964,502,251","335,060"
Don Omar - Dile,"964,435,415","629,559"
Tory Lanez - The Color Violet,"963,856,234","1,052,708"
The Kid LAROI - WITHOUT YOU,"963,805,591","227,613"
Icona Pop - I Love It,"962,560,497","559,281"
Juice WRLD - Bandit,"962,398,379","260,443"
One Direction - Perfect,"962,103,797","940,488"
USHER - DJ Got Us Fallin' in Love,"961,998,710","835,561"
AURORA - Runaway,"961,882,154","526,549"
Britney Spears - ...Baby One More Time,"960,889,937","777,083"
Camila Cabello - Bam Bam,"960,573,813","302,390"
Migos - Bad and Boujee,"959,756,106","159,177"
James Arthur - Rewrite The Stars,"959,441,489","982,306"
Flo Rida - Wild Ones,"959,209,443","361,931"
Seafret - Atlantis,"958,797,887","844,066"
Train - Drops of Jupiter (Tell Me),"957,921,185","566,253"
Future - Low Life,"956,177,869","799,330"
The Script - Breakeven,"956,075,911","593,207"
Gunna - fukumean,"955,757,049","895,452"
Owl City - Fireflies,"955,326,554","360,434"
Bon Jovi - It's My Life,"953,901,436","545,171"
Justin Timberlake - SexyBack,"953,840,216","664,966"
Ariana Grande - Break Free,"952,279,971","377,532"
Lady Gaga - Die With A Smile,"952,025,247","10,755,897"
Juice WRLD - Wishing Well,"951,536,105","431,321"
Surf Mesa - ily (i love you baby),"948,730,610","223,653"
"Pink Floyd - Another Brick In The Wall, Pt. 2","947,388,148","468,377"
Foreigner - I Want to Know What Love Is,"947,327,598","845,982"
James Blunt - You're Beautiful,"946,905,102","521,929"
Harry Styles - Golden,"946,641,818","208,597"
"Chappell Roan - Good Luck, Babe!","946,608,341","3,925,822"
V - Love Me Again,"946,360,260","2,286,124"
Galantis - Runaway (U & I),"945,662,567","273,648"
Sean Paul - Temperature,"945,235,050","522,150"
Van Halen - Jump,"944,735,207","339,846"
Mustard - Ballin',"944,422,278","258,935"
Zion & Lennox - Otra vez,"944,335,160","256,592"
Selena Gomez & The Scene - Love You Like A Love Song,"943,358,821","646,915"
Macklemore - Glorious,"943,105,934","362,117"
Taylor Swift - Love Story,"943,003,376","291,573"
Eyedress - Jealous,"942,510,706","1,068,261"
Queen - Somebody To Love,"939,582,338","322,157"
Juice WRLD - Lean Wit Me,"938,565,794","481,157"
Tommy Richman - MILLION DOLLAR BABY,"937,520,391","1,820,287"
Men At Work - Down Under,"937,037,673","675,441"
Arctic Monkeys - Fluorescent Adolescent,"936,437,906","560,009"
Luke Combs - When It Rains It Pours,"936,389,740","733,842"
PARTYNEXTDOOR - Break from Toronto,"935,854,109","1,104,248"
Rachel Platten - Fight Song,"935,524,357","240,056"
Luke Combs - Beautiful Crazy,"935,075,824","642,699"
Sixpence None The Richer - Kiss Me,"934,829,511","980,568"
Metallica - Master of Puppets (Remastered),"934,689,836","490,886"
Nelly - Dilemma,"934,457,418","441,899"
Kings of Leon - Use Somebody,"933,920,935","357,826"
Cyndi Lauper - Time After Time,"933,824,923","592,539"
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"932,417,732","658,279"
Wallows - Are You Bored Yet?,"931,981,624","585,418"
Frank Ocean - Ivy,"929,519,873","1,070,801"
Nicki Minaj - Super Bass,"929,384,983","442,072"
Panic! At The Disco - I Write Sins Not Tragedies,"929,330,912","358,115"
Katy Perry - California Gurls,"929,300,004","655,246"
Sleepy Hallow - 2055,"927,528,453","669,815"
FIFTY FIFTY - Cupid (Twin Ver.),"927,077,909","390,524"
New West - Those Eyes,"925,600,474","948,750"
Bad Bunny - Diles,"925,015,937","478,327"
Doja Cat - Boss Bitch,"924,896,030","283,558"
Shawn Mendes - In My Blood,"924,734,468","173,952"
Ne-Yo - So Sick,"924,374,278","465,240"
NATTI NATASHA - Criminal,"923,461,939","222,381"
Future - WAIT FOR U,"922,360,222","922,463"
Kenny Loggins - Footloose,"922,132,633","331,718"
Alicia Keys - No One,"921,960,148","520,244"
Camila Cabello - Never Be the Same,"921,686,927","509,175"
Starley - Call on Me,"919,818,844","156,126"
Taylor Swift - willow,"919,518,074","462,561"
Cardi B - Bodak Yellow,"918,930,164","226,248"
Cris Mj - Una Noche en Medellín,"917,779,025","526,399"
Labrinth - Formula,"916,231,197","395,499"
Piso 21 - Déjala Que Vuelva,"916,133,204","437,628"
Marshmello - Leave Before You Love Me,"915,565,355","462,308"
Billy Joel - Piano Man,"915,480,457","475,440"
Destiny's Child - Say My Name,"912,644,952","528,966"
